"","team","h_a","match_id","Date","FTHG","FTAG","FTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","scored","conceded","result","pts","HtrgPerc","AtrgPerc","wins","draws","losses","cum_points","cum_goal","cum_con","shots","shots_target","yellow_cards","red_cards","fouls","corners","shot_accuracy","opposition","opposition_rank","opposition_rank_group"
"102","Bournemouth","a",51,2019-09-20,1,3,"A","C Kavanagh",25,6,6,3,8,9,4,5,1,3,0,0,2.05,3.6,3.5,3,1,"w",3,0.24,0.5,1,0,0,10,11,10,6,3,3,0,9,5,0.5,"Southampton",11,"8th-12th"
"103","Leicester","h",52,2019-09-21,2,1,"H","P Tierney",16,11,7,4,16,13,8,2,1,2,0,0,2.87,3.5,2.37,2,1,"w",3,0.4375,0.363636363636364,1,0,0,11,8,5,16,7,1,0,16,8,0.4375,"Tottenham",6,"5th-8th"
"104","Tottenham","a",52,2019-09-21,2,1,"H","P Tierney",16,11,7,4,16,13,8,2,1,2,0,0,2.87,3.5,2.37,1,2,"l",0,0.4375,0.363636363636364,0,0,1,8,12,8,11,4,2,0,13,2,0.363636363636364,"Leicester",5,"5th-8th"
"105","Burnley","h",53,2019-09-21,2,0,"H","D Coote",13,11,6,2,11,10,7,3,0,1,0,0,2,3.8,3.5,2,0,"w",3,0.461538461538462,0.181818181818182,1,0,0,8,8,7,13,6,0,0,11,7,0.461538461538462,"Norwich",20,"16th-20th"
"106","Norwich","a",53,2019-09-21,2,0,"H","D Coote",13,11,6,2,11,10,7,3,0,1,0,0,2,3.8,3.5,0,2,"l",0,0.461538461538462,0.181818181818182,0,0,1,6,9,14,11,2,1,0,10,3,0.181818181818182,"Burnley",10,"8th-12th"
"107","Everton","h",54,2019-09-21,0,2,"A","S Hooper",16,2,3,1,9,9,12,3,1,3,0,0,1.61,3.75,6,0,2,"l",0,0.1875,0.5,0,0,1,7,5,9,16,3,1,0,9,12,0.1875,"Sheffield United",9,"8th-12th"
"108","Sheffield United","a",54,2019-09-21,0,2,"A","S Hooper",16,2,3,1,9,9,12,3,1,3,0,0,1.61,3.75,6,2,0,"w",3,0.1875,0.5,1,0,0,8,7,6,2,1,3,0,9,3,0.5,"Everton",12,"8th-12th"
"109","Man City","h",55,2019-09-21,8,0,"H","M Dean",28,5,11,4,5,9,5,4,2,2,0,0,1.1,11,21,8,0,"w",3,0.392857142857143,0.8,1,0,0,13,24,6,28,11,2,0,5,5,0.392857142857143,"Watford",18,"16th-20th"
"110","Watford","a",55,2019-09-21,8,0,"H","M Dean",28,5,11,4,5,9,5,4,2,2,0,0,1.1,11,21,0,8,"l",0,0.392857142857143,0.8,0,0,1,2,4,18,5,4,2,0,9,4,0.8,"Man City",2,"1st-4th"
"111","Newcastle","h",56,2019-09-21,0,0,"D","M Atkinson",11,16,4,3,12,8,5,3,2,1,0,0,2.5,3.2,3,0,0,"d",1,0.363636363636364,0.1875,0,1,0,5,4,8,11,4,2,0,12,5,0.363636363636364,"Brighton",15,"12th-16th"
"112","Brighton","a",56,2019-09-21,0,0,"D","M Atkinson",11,16,4,3,12,8,5,3,2,1,0,0,2.5,3.2,3,0,0,"d",1,0.363636363636364,0.1875,0,1,0,6,5,8,16,3,1,0,8,3,0.1875,"Newcastle",13,"12th-16th"
"113","Crystal Palace","h",57,2019-09-22,1,1,"D","S Attwell",13,14,4,4,7,10,6,7,2,1,0,1,2.62,3.1,2.87,1,1,"d",1,0.307692307692308,0.285714285714286,0,1,0,8,4,7,13,4,2,0,7,6,0.307692307692308,"Wolves",7,"5th-8th"
"114","Wolves","a",57,2019-09-22,1,1,"D","S Attwell",13,14,4,4,7,10,6,7,2,1,0,1,2.62,3.1,2.87,1,1,"d",1,0.307692307692308,0.285714285714286,0,1,0,4,7,11,14,4,1,1,10,7,0.285714285714286,"Crystal Palace",14,"12th-16th"
"115","West Ham","h",58,2019-09-22,2,0,"H","A Taylor",8,9,6,3,8,9,3,7,2,2,0,0,3.1,3.6,2.2,2,0,"w",3,0.75,0.333333333333333,1,0,0,11,8,7,8,6,2,0,8,3,0.75,"Man United",3,"1st-4th"
"116","Man United","a",58,2019-09-22,2,0,"H","A Taylor",8,9,6,3,8,9,3,7,2,2,0,0,3.1,3.6,2.2,0,2,"l",0,0.75,0.333333333333333,0,0,1,8,8,6,9,3,2,0,9,7,0.333333333333333,"West Ham",16,"12th-16th"
"117","Arsenal","h",59,2019-09-22,3,2,"H","J Moss",21,14,6,9,13,15,9,4,5,1,1,0,1.4,4.75,8,3,2,"w",3,0.285714285714286,0.642857142857143,1,0,0,11,11,10,21,6,5,1,13,9,0.285714285714286,"Aston Villa",17,"16th-20th"
"118","Aston Villa","a",59,2019-09-22,3,2,"H","J Moss",21,14,6,9,13,15,9,4,5,1,1,0,1.4,4.75,8,2,3,"l",0,0.285714285714286,0.642857142857143,0,0,1,4,6,9,14,9,1,0,15,4,0.642857142857143,"Arsenal",8,"5th-8th"
"119","Chelsea","h",60,2019-09-22,1,2,"A","M Oliver",13,6,2,3,8,13,6,4,3,3,0,0,3.5,3.75,2,1,2,"l",0,0.153846153846154,0.5,0,0,1,8,12,13,13,2,3,0,8,6,0.153846153846154,"Liverpool",1,"1st-4th"
"120","Liverpool","a",60,2019-09-22,1,2,"A","M Oliver",13,6,2,3,8,13,6,4,3,3,0,0,3.5,3.75,2,2,1,"w",3,0.153846153846154,0.5,1,0,0,18,17,5,6,3,3,0,13,4,0.5,"Chelsea",4,"1st-4th"
"121","Sheffield United","h",61,2019-09-28,0,1,"A","A Taylor",12,16,2,4,8,4,6,5,1,1,0,0,9,5.25,1.33,0,1,"l",0,0.166666666666667,0.25,0,0,1,8,7,7,12,2,1,0,8,6,0.166666666666667,"Liverpool",1,"1st-4th"
"122","Liverpool","a",61,2019-09-28,0,1,"A","A Taylor",12,16,2,4,8,4,6,5,1,1,0,0,9,5.25,1.33,1,0,"w",3,0.166666666666667,0.25,1,0,0,21,18,5,16,4,1,0,4,5,0.25,"Sheffield United",9,"8th-12th"
"123","Aston Villa","h",62,2019-09-28,2,2,"D","L Mason",16,10,3,3,10,16,7,3,1,4,0,0,2.3,3.4,3.1,2,2,"d",1,0.1875,0.3,0,1,0,5,8,11,16,3,1,0,10,7,0.1875,"Burnley",10,"8th-12th"
"124","Burnley","a",62,2019-09-28,2,2,"D","L Mason",16,10,3,3,10,16,7,3,1,4,0,0,2.3,3.4,3.1,2,2,"d",1,0.1875,0.3,0,1,0,9,10,9,10,3,4,0,16,3,0.3,"Aston Villa",17,"16th-20th"
"125","Bournemouth","h",63,2019-09-28,2,2,"D","S Attwell",13,17,5,6,7,8,6,6,3,1,0,0,2.5,3.5,2.75,2,2,"d",1,0.384615384615385,0.352941176470588,0,1,0,11,13,12,13,5,3,0,7,6,0.384615384615385,"West Ham",16,"12th-16th"
"126","West Ham","a",63,2019-09-28,2,2,"D","S Attwell",13,17,5,6,7,8,6,6,3,1,0,0,2.5,3.5,2.75,2,2,"d",1,0.384615384615385,0.352941176470588,0,1,0,12,10,9,17,6,1,0,8,6,0.352941176470588,"Bournemouth",19,"16th-20th"
"127","Chelsea","h",64,2019-09-28,2,0,"H","C Kavanagh",24,8,10,1,5,13,5,2,2,3,0,0,1.4,4.75,8,2,0,"w",3,0.416666666666667,0.125,1,0,0,11,14,13,24,10,2,0,5,5,0.416666666666667,"Brighton",15,"12th-16th"
"128","Brighton","a",64,2019-09-28,2,0,"H","C Kavanagh",24,8,10,1,5,13,5,2,2,3,0,0,1.4,4.75,8,0,2,"l",0,0.416666666666667,0.125,0,0,1,6,5,10,8,1,3,0,13,2,0.125,"Chelsea",4,"1st-4th"
"129","Crystal Palace","h",65,2019-09-28,2,0,"H","J Moss",15,10,3,3,14,10,5,5,3,1,0,0,1.9,3.75,3.75,2,0,"w",3,0.2,0.3,1,0,0,11,6,7,15,3,3,0,14,5,0.2,"Norwich",20,"16th-20th"
"130","Norwich","a",65,2019-09-28,2,0,"H","J Moss",15,10,3,3,14,10,5,5,3,1,0,0,1.9,3.75,3.75,0,2,"l",0,0.2,0.3,0,0,1,6,9,16,10,3,1,0,10,5,0.3,"Crystal Palace",14,"12th-16th"
"131","Tottenham","h",66,2019-09-28,2,1,"H","G Scott",9,14,4,6,5,16,6,6,0,2,1,0,1.4,4.75,8,2,1,"w",3,0.444444444444444,0.428571428571429,1,0,0,11,14,9,9,4,0,1,5,6,0.444444444444444,"Southampton",11,"8th-12th"
"132","Southampton","a",66,2019-09-28,2,1,"H","G Scott",9,14,4,6,5,16,6,6,0,2,1,0,1.4,4.75,8,1,2,"l",0,0.444444444444444,0.428571428571429,0,0,1,7,7,11,14,6,2,0,16,6,0.428571428571429,"Tottenham",6,"5th-8th"
"133","Wolves","h",67,2019-09-28,2,0,"H","P Tierney",6,14,2,5,5,6,1,6,0,1,0,0,1.85,3.4,4.5,2,0,"w",3,0.333333333333333,0.357142857142857,1,0,0,7,9,11,6,2,0,0,5,1,0.333333333333333,"Watford",18,"16th-20th"
"134","Watford","a",67,2019-09-28,2,0,"H","P Tierney",6,14,2,5,5,6,1,6,0,1,0,0,1.85,3.4,4.5,0,2,"l",0,0.333333333333333,0.357142857142857,0,0,1,2,4,20,14,5,1,0,6,6,0.357142857142857,"Wolves",7,"5th-8th"
"135","Everton","h",68,2019-09-28,1,3,"A","M Oliver",12,20,8,9,4,8,5,2,2,2,0,0,10,5.5,1.3,1,3,"l",0,0.666666666666667,0.45,0,0,1,7,6,12,12,8,2,0,4,5,0.666666666666667,"Man City",2,"1st-4th"
"136","Man City","a",68,2019-09-28,1,3,"A","M Oliver",12,20,8,9,4,8,5,2,2,2,0,0,10,5.5,1.3,3,1,"w",3,0.666666666666667,0.45,1,0,0,16,27,7,20,9,2,0,8,2,0.45,"Everton",12,"8th-12th"
"137","Leicester","h",69,2019-09-29,5,0,"H","C Pawson",13,3,5,0,12,9,9,0,1,1,0,1,1.5,4,7.5,5,0,"w",3,0.384615384615385,0,1,0,0,14,13,5,13,5,1,0,12,9,0.384615384615385,"Newcastle",13,"12th-16th"
"138","Newcastle","a",69,2019-09-29,5,0,"H","C Pawson",13,3,5,0,12,9,9,0,1,1,0,1,1.5,4,7.5,0,5,"l",0,0.384615384615385,0,0,0,1,5,4,13,3,0,1,1,9,0,0,"Leicester",5,"5th-8th"
"139","Man United","h",70,2019-09-30,1,1,"D","K Friend",16,10,4,5,18,13,8,7,4,2,0,0,2.37,3.5,2.9,1,1,"d",1,0.25,0.5,0,1,0,9,9,7,16,4,4,0,18,8,0.25,"Arsenal",8,"5th-8th"
"140","Arsenal","a",70,2019-09-30,1,1,"D","K Friend",16,10,4,5,18,13,8,7,4,2,0,0,2.37,3.5,2.9,1,1,"d",1,0.25,0.5,0,1,0,12,12,11,10,5,2,0,13,7,0.5,"Man United",3,"1st-4th"
"141","Brighton","h",71,2019-10-05,3,0,"H","J Moss",17,8,6,3,11,7,4,4,2,1,0,0,3.9,3.6,1.9,3,0,"w",3,0.352941176470588,0.375,1,0,0,9,8,10,17,6,2,0,11,4,0.352941176470588,"Tottenham",6,"5th-8th"
"142","Tottenham","a",71,2019-10-05,3,0,"H","J Moss",17,8,6,3,11,7,4,4,2,1,0,0,3.9,3.6,1.9,0,3,"l",0,0.352941176470588,0.375,0,0,1,11,14,12,8,3,1,0,7,4,0.375,"Brighton",15,"12th-16th"
"143","Burnley","h",72,2019-10-05,1,0,"H","G Scott",9,11,3,2,5,12,7,9,2,1,0,1,2.87,3.3,2.5,1,0,"w",3,0.333333333333333,0.181818181818182,1,0,0,12,11,9,9,3,2,0,5,7,0.333333333333333,"Everton",12,"8th-12th"
"144","Everton","a",72,2019-10-05,1,0,"H","G Scott",9,11,3,2,5,12,7,9,2,1,0,1,2.87,3.3,2.5,0,1,"l",0,0.333333333333333,0.181818181818182,0,0,1,7,6,13,11,2,1,1,12,9,0.181818181818182,"Burnley",10,"8th-12th"
"145","Liverpool","h",73,2019-10-05,2,1,"H","C Kavanagh",18,2,8,1,9,17,4,6,1,4,0,0,1.44,4.75,7,2,1,"w",3,0.444444444444444,0.5,1,0,0,24,20,6,18,8,1,0,9,4,0.444444444444444,"Leicester",5,"5th-8th"
"146","Leicester","a",73,2019-10-05,2,1,"H","C Kavanagh",18,2,8,1,9,17,4,6,1,4,0,0,1.44,4.75,7,1,2,"l",0,0.444444444444444,0.5,0,0,1,14,14,7,2,1,4,0,17,6,0.5,"Liverpool",1,"1st-4th"
"147","Norwich","h",74,2019-10-05,1,5,"A","A Madley",21,22,5,12,14,17,10,6,1,3,0,0,2.37,3.6,2.8,1,5,"l",0,0.238095238095238,0.545454545454545,0,0,1,6,10,21,21,5,1,0,14,10,0.238095238095238,"Aston Villa",17,"16th-20th"
"148","Aston Villa","a",74,2019-10-05,1,5,"A","A Madley",21,22,5,12,14,17,10,6,1,3,0,0,2.37,3.6,2.8,5,1,"w",3,0.238095238095238,0.545454545454545,1,0,0,8,13,12,22,12,3,0,17,6,0.545454545454545,"Norwich",20,"16th-20th"
"149","Watford","h",75,2019-10-05,0,0,"D","A Marriner",8,9,2,3,7,6,7,7,0,2,0,0,2.05,3.4,3.6,0,0,"d",1,0.25,0.333333333333333,0,1,0,3,4,20,8,2,0,0,7,7,0.25,"Sheffield United",9,"8th-12th"
"150","Sheffield United","a",75,2019-10-05,0,0,"D","A Marriner",8,9,2,3,7,6,7,7,0,2,0,0,2.05,3.4,3.6,0,0,"d",1,0.25,0.333333333333333,0,1,0,9,7,7,9,3,2,0,6,7,0.333333333333333,"Watford",18,"16th-20th"
"151","West Ham","h",76,2019-10-05,1,2,"A","M Oliver",9,7,4,4,11,7,2,2,3,2,0,0,1.95,3.6,3.8,1,2,"l",0,0.444444444444444,0.571428571428571,0,0,1,12,11,11,9,4,3,0,11,2,0.444444444444444,"Crystal Palace",14,"12th-16th"
"152","Crystal Palace","a",76,2019-10-05,1,2,"A","M Oliver",9,7,4,4,11,7,2,2,3,2,0,0,1.95,3.6,3.8,2,1,"w",3,0.444444444444444,0.571428571428571,1,0,0,14,8,8,7,4,2,0,7,2,0.571428571428571,"West Ham",16,"12th-16th"
"153","Arsenal","h",77,2019-10-06,1,0,"H","M Atkinson",12,10,2,2,12,6,14,5,1,2,0,0,1.44,4.75,7,1,0,"w",3,0.166666666666667,0.2,1,0,0,15,13,11,12,2,1,0,12,14,0.166666666666667,"Bournemouth",19,"16th-20th"
"154","Bournemouth","a",77,2019-10-06,1,0,"H","M Atkinson",12,10,2,2,12,6,14,5,1,2,0,0,1.44,4.75,7,0,1,"l",0,0.166666666666667,0.2,0,0,1,11,13,13,10,2,2,0,6,5,0.2,"Arsenal",8,"5th-8th"
"155","Man City","h",78,2019-10-06,0,2,"A","C Pawson",18,7,2,2,11,14,9,1,5,2,0,0,1.12,9,21,0,2,"l",0,0.111111111111111,0.285714285714286,0,0,1,16,27,9,18,2,5,0,11,9,0.111111111111111,"Wolves",7,"5th-8th"
"156","Wolves","a",78,2019-10-06,0,2,"A","C Pawson",18,7,2,2,11,14,9,1,5,2,0,0,1.12,9,21,2,0,"w",3,0.111111111111111,0.285714285714286,1,0,0,10,11,11,7,2,2,0,14,1,0.285714285714286,"Man City",2,"1st-4th"
